0.0011;0.0;0.0924;0.0;1.3235;4.2772;5.6931;0.3032;0.4558;2158.8054;90507.0;90507.0;
0.001;0.0;0.084;0.0;1.2032;3.8884;5.1755;0.2757;0.0;1962.5662;82397.2727;82279.0909;
9.0E-4;0.0031;0.0547;0.1833;1.9541;6.4164;8.9722;0.0;1.175;2159.8754;134779.0;134779.0;
9.0E-4;0.0029;0.0497;0.1666;1.7764;5.8331;8.1565;0.0;0.0;1963.5498;122644.5455;122526.3636;
0.0891;0.7516;1.653;13.9471;11.1043;52.9433;70.3781;0.0;100.0;2156.9011;1049017.5;1039195.7;
0.0726;0.4865;1.3722;9.129;10.2439;52.0531;68.7221;0.0;96.1356;2154.7221;1024185.0;1019215.1;
0.0563;0.2208;1.0966;4.3003;9.397;51.156;67.0698;0.0;92.3309;2154.5661;999387.5;999253.0;
0.0559;0.2218;1.0889;4.319;9.3723;51.1647;67.0613;0.0;92.1516;2155.9656;999265.6818;999128.2545;
0.0016;0.0068;0.0716;0.2988;2.5611;8.5708;11.9493;0.0;2.3598;2160.2878;179069.0;179067.0;
0.0013;0.005;0.0623;0.2405;2.2543;7.4996;10.4655;0.0;1.7937;2158.1332;156995.5;156994.5;
9.0E-4;0.0031;0.0539;0.18;1.9622;6.4105;8.9708;0.0;1.2048;2151.1793;134758.0;134758.0;
0.0018;0.0028;0.0995;0.1636;1.7838;5.8277;8.1552;0.0;10.1862;1955.8386;122641.8182;122609.4545;
9.0E-4;0.0032;0.0538;0.1875;1.937;6.4344;8.9813;0.0;1.2486;2160.5437;134915.0;134915.0;
8.0E-4;0.0029;0.0489;0.1704;1.7609;5.8494;8.1648;0.0;0.0;1964.146;122768.1818;122650.0;
9.0E-4;0.0033;0.0524;0.1893;1.9405;6.4313;8.98;0.0;1.2404;2157.5209;134896.0;134894.0;
9.0E-4;0.0032;0.0536;0.1843;1.95;6.4266;8.9814;0.0;1.2217;2155.3274;134916.0;134914.0;
8.0E-4;0.0029;0.0487;0.1675;1.7727;5.8423;8.1649;0.0;0.0;1959.4088;122769.0909;122649.0909;
9.0E-4;0.0032;0.052;0.1848;1.9366;6.4322;8.9784;0.0;1.2474;2150.0515;134871.0;134871.0;
0.0016;0.0069;0.0703;0.3026;2.562;8.5779;11.9583;0.0;2.3767;2160.5726;179204.0;179204.0;
0.0016;0.007;0.0699;0.3044;2.5447;8.5799;11.9485;0.0;2.3499;2158.3291;179058.0;179054.0;
0.0558;0.2221;1.0871;4.3269;9.3708;51.147;67.0422;0.0;92.2413;2158.0856;998930.0;998768.2;
0.0807;0.2796;1.4504;5.0305;11.8916;51.2542;68.9322;0.0;97.7755;2161.8694;1027777.0;1027448.4;
0.3472;0.2253;6.2939;4.1719;13.5484;48.5608;66.9366;0.0;92.9291;1840.4183;998293.3;998199.87;
0.354;0.2239;6.4182;4.1498;13.5765;48.4994;66.8841;0.0;92.9262;1838.9541;997518.005;997411.753;
0.0017;0.0067;0.073;0.2939;2.5755;8.5588;11.9457;0.0;2.3713;1833.7609;179016.0;179014.0;
0.0017;0.0068;0.0725;0.2972;2.5707;8.5633;11.9475;0.0;2.3442;2156.7979;179044.2;179043.2;
9.0E-4;0.0032;0.0536;0.1843;1.9485;6.4281;8.9821;0.0;1.2615;2156.0719;134926.0;134924.0;
0.0141;0.0375;0.2756;0.7318;6.4483;18.7488;26.7481;0.0;13.8972;2156.9961;399234.0;399232.0;
0.0017;0.0068;0.0736;0.296;2.5767;8.5587;11.9464;0.0;2.3735;2156.3081;179027.0;179024.0;
0.0026;0.0116;0.0912;0.4078;3.2097;10.6842;14.908;0.0;3.8374;2158.6774;223086.0;223085.0;
9.0E-4;0.0031;0.053;0.1805;1.9506;6.427;8.9822;0.0;1.1808;2158.0328;134928.0;134924.0;
0.0017;0.0068;0.0737;0.2954;2.576;8.5699;11.9588;0.0;2.3811;2154.8739;179211.0;179210.0;
0.0792;0.2823;1.4237;5.0784;11.8321;51.3003;68.9446;0.0;97.5693;2153.3228;1027928.0;1027533.8;
0.3574;0.2226;6.4813;4.1256;13.6063;48.4828;66.8865;0.0;92.9689;1839.1098;997557.0;997480.7;
0.3558;0.2233;6.4518;4.1402;13.59;48.4806;66.8707;0.0;92.8659;1838.6388;997331.15;997237.49;
0.0797;0.2816;1.4338;5.0665;11.8635;51.2793;68.9471;0.0;97.8662;2158.9835;1027919.0;1027648.2;
